Name of Covered Entity,State,Covered Entity Type,Individuals Affected,Year,Primary Breach Type,Business Associate Present,has_narrative,Primary Vector,vec: Ransomware,vec: Phishing / email compromise,vec: Other hacking / IT intrusion,vec: Insider snooping / misuse,vec: Stolen device / burglary,vec: Lost device / records,vec: Improper disposal,vec: Misdirected / inadvertent disclosure,rem: New/updated safeguards,rem: Staff retrained,rem: Credit monitoring offered,rem: Corrective action plan,rem: OCR technical assistance,rem: Discipline / termination,rem: Encryption implemented,rem: Policies revised
Cambridge Health Alliance,MA,Healthcare Provider,2280.0,2018,Hacking/IT Incident,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Walmart Inc.,AR,Healthcare Provider,741.0,2018,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
Mississippi State Department of Health,MS,Healthcare Provider,30799.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
VA Palo Alto Health Care System,CA,Healthcare Provider,1600.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
City of Houston Medical Plan,TX,Health Plan,34637.0,2018,Theft,No,True,Stolen device / burglary,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
"National Mentor Healthcare, LLC.",MA,Healthcare Provider,1015.0,2018,Loss,Yes,True,Lost device / records,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
"Mentor ABI, LLC",MA,Healthcare Provider,994.0,2018,Loss,Yes,True,Lost device / records,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
"Center for Comprehensive Services, Inc.",MA,Healthcare Provider,1176.0,2018,Loss,Yes,True,Lost device / records,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
"CareMeridian, LLC",MA,Healthcare Provider,1922.0,2018,Loss,Yes,True,Lost device / records,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
"Prestera Center for Mental Health Services, Inc.",WV,Healthcare Provider,670.0,2018,Hacking/IT Incident,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Primary Health Care, Inc.",IA,Healthcare Provider,10313.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
North Texas Medical Center,TX,Healthcare Provider,3350.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
UnitedHealth Group,MN,Health Plan,1755.0,2018,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Saint Francis Hospital,GA,Healthcare Provider,1412.0,2018,Improper Disposal,No,True,Improper disposal,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False
"Serene Sedation, LLC",MD,Healthcare Provider,5207.0,2018,Hacking/IT Incident,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Special Agents Mutual Benefit Association,MD,Health Plan,13942.0,2018,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
"ATI Holdings, LLC",IL,Healthcare Provider,45800.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
"RoxSan Pharmacy, Inc.",CA,Healthcare Provider,1049.0,2018,Unauthorized Access/Disclosure,No,True,Insider snooping / misuse,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False
Barnes-Jewish St. Peters Hospital,MO,Healthcare Provider,15046.0,2018,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
Barnes-Jewish Hospital,MO,Healthcare Provider,18436.0,2018,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
The Arc of Erie County,NY,Healthcare Provider,3751.0,2018,Unauthorized Access/Disclosure,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
inSite Digestive Health Care,CA,Healthcare Provider,1424.0,2018,Theft,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Front Range Dermatology Associates, P.C.",CO,Healthcare Provider,1070.0,2018,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False
John J. Pershing VA Medical Center,MO,Healthcare Provider,1843.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
"Esther V. Rettig, M.D., P.A.",KS,Healthcare Provider,12974.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
Florida Agency for Persons with Disabilities,FL,Health Plan,63627.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False
Memorial Hospital at Gulfport,MS,Healthcare Provider,1512.0,2018,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
St. Peter's Ambulatory Surgery Center LLC - d/b/a St. Peter's Surgery & Endoscopy Center,NY,Healthcare Provider,134512.0,2018,Hacking/IT Incident,No,True,Ransomware,True,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True
"Union Lake Supermarket, LLC",NJ,Healthcare Provider,9956.0,2018,Improper Disposal,No,True,Improper disposal,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
Artesia General Hospital,NM,Healthcare Provider,864.0,2018,Hacking/IT Incident,Yes,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FastHealth Corporation,AL,Business Associate,18192.0,2018,Hacking/IT Incident,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
Rhode Island Executive Office of Health and Human Services,RI,Health Plan,5600.0,2018,Unauthorized Access/Disclosure,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rhode Island Executive Office of Health and Human Services,RI,Health Plan,1100.0,2018,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
California College of Arts,CA,Health Plan,623.0,2018,Theft,No,True,Stolen device / burglary,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True
Center for Sports Medicine and Orthopedics,TN,Healthcare Provider,800.0,2018,Unauthorized Access/Disclosure,Yes,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
"Walmart, Inc.",AR,Healthcare Provider,735.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ConnectiCare,CT,Health Plan,1834.0,2018,Unauthorized Access/Disclosure,Yes,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Missouri Dept. of Mental Health,MO,Healthcare Provider,1000.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
University of Virginia Medical Center,VA,Healthcare Provider,1882.0,2018,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
Flexible Benefit Service Corporation,IL,Business Associate,5123.0,2018,Hacking/IT Incident,Yes,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False
"Jemison Internal Medicine, PC",AL,Health Plan,6550.0,2018,Hacking/IT Incident,No,True,Ransomware,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
"Tufts Associated Health Maintenance Organization, Inc.",MA,Health Plan,70320.0,2018,Unauthorized Access/Disclosure,Yes,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Partners HealthCare System, Inc.",MA,Healthcare Provider,2450.0,2018,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
CarePlus Health Plan [case #HU1800066],KY,Health Plan,11248.0,2018,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
City of Detroit,MI,Healthcare Provider,544.0,2018,Loss,No,True,Other hacking / IT intrusion,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
Ron's Pharmacy Services,CA,Healthcare Provider,6781.0,2018,Hacking/IT Incident,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Eastern Maine Medical Center,ME,Healthcare Provider,660.0,2018,Theft,Yes,True,Other / unspecified,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
"Triple-S Advantage, Inc.",,Health Plan,36305.0,2018,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
"Coastal Cape Fear Eye Associates, P.A.",NC,Healthcare Provider,925.0,2018,Hacking/IT Incident,No,True,Ransomware,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Forrest General Hospital,MS,Healthcare Provider,1670.0,2018,Hacking/IT Incident,Yes,True,Phishing / email compromise,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Children's Mercy Hospital,MO,Healthcare Provider,65930.0,2018,Hacking/IT Incident,No,True,Phishing / email compromise,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
"QuadMed, LLC (Whirlpool)",WI,Healthcare Provider,4549.0,2018,Unauthorized Access/Disclosure,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Steven Yang, D.D.S., INC.",CA,Healthcare Provider,3202.0,2018,Theft,No,True,Stolen device / burglary,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Decatur County General Hospital,TN,Healthcare Provider,24000.0,2018,Hacking/IT Incident,No,True,Other / unspecified,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
"Rocky Mountain Women's Health Center, Inc.",UT,Healthcare Provider,1123.0,2018,Improper Disposal,No,True,Improper disposal,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
"Zachary E. Adkins, DDS",NM,Healthcare Provider,3677.0,2018,Theft,No,True,Stolen device / burglary,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
Central States Southeast and Southwest Areas Health and Welfare Fund,IL,Health Plan,634.0,2018,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
"RGH Enterprises, Inc.",OH,Healthcare Provider,4586.0,2018,Unauthorized Access/Disclosure,No,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
"Robert Smith DMD, PC",TN,Healthcare Provider,1500.0,2018,Hacking/IT Incident,No,True,Ransomware,True,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False
"Westminster Ingleside King Farm Presbyterian Retirement Communities, Inc.",MD,Healthcare Provider,5228.0,2018,Hacking/IT Incident,No,True,Other hacking / IT intrusion,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
The Pediatric Endocrinology and Diabetes Specialists,NV,Healthcare Provider,1021.0,2018,Hacking/IT Incident,No,True,Other / unspecified,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Gillette Medical Imaging,WY,Healthcare Provider,4476.0,2018,Unauthorized Access/Disclosure,Yes,True,Misdirected / inadvertent disclosure,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
