Name of Covered Entity,State,Covered Entity Type,Individuals Affected,Year,Primary Breach Type,Business Associate Present,has_narrative,Primary Vector,vec: Ransomware,vec: Phishing / email compromise,vec: Other hacking / IT intrusion,vec: Insider snooping / misuse,vec: Stolen device / burglary,vec: Lost device / records,vec: Improper disposal,vec: Misdirected / inadvertent disclosure,rem: New/updated safeguards,rem: Staff retrained,rem: Credit monitoring offered,rem: Corrective action plan,rem: OCR technical assistance,rem: Discipline / termination,rem: Encryption implemented,rem: Policies revised
Minnesota Department of Human Services,MN,Health Plan,303965.0,2026,Unauthorized Access/Disclosure,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Superior Care Plus LLC d/b/a Supportive Home Health LLC,OH,Healthcare Provider,1415.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Administrators of the Tulane Educational Fund d/b/a Tulane University Medical Group,LA,Healthcare Provider,6556.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
360 Dental PC,PA,Healthcare Provider,11273.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Southern Immediate Care, LLC",AL,Healthcare Provider,7447.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Florence County Commission on Alcohol & Drug Abuse – dba Circle Park Behavioral Health Services (“Circle Park”),SC,Healthcare Provider,7020.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Pinnacle Holdings, LTD",PA,Business Associate,18313.0,2026,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"TMG Health, Inc.",TX,Business Associate,2076.0,2026,Unauthorized Access/Disclosure,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"FullBeauty Brands, Inc. Associate Benefits Plan",NY,Health Plan,4725.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Avosina Healthcare Solutions,VA,Business Associate,44425.0,2026,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Home, Hope and Healing, Inc.",ME,Healthcare Provider,501.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"The Center for Neuropsychology and Learning, PC",MI,Healthcare Provider,3722.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Central Ozarks Medical Center,MO,Healthcare Provider,11818.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Devereux Foundation,PA,Healthcare Provider,501.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"ABKSW PREFERRED HEALTH PARTNERS, PLLC d/b/a NORTH TEXAS PREFERRED HEALTH PARTNERS",TX,Healthcare Provider,2074.0,2026,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Methodist Homes of Alabama and Northwest Florida,AL,Healthcare Provider,1406.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pit River Health Service Inc.,CA,Healthcare Provider,1800.0,2026,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iowa Health and Human Services,IA,Health Plan,3340.0,2026,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Texas Health and Human Services Commission,TX,Health Plan,68066.0,2026,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Mid Michigan Medical Billing Service, Inc.",MI,Business Associate,28185.0,2026,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Pines of Sarasota Healthcare, LLC",FL,Healthcare Provider,1258.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Standards Home Health, Inc.",TX,Healthcare Provider,6847.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Andover Eye Associates,MA,Healthcare Provider,1638.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Steel Encounters, Inc.",UT,Healthcare Provider,959.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Advantage Capital Holdings LLC,UT,Health Plan,26343.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Associated Radiologists of the Finger Lakes, P.C.",NY,Business Associate,501.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Docs Medical Group, Inc. dba Pulse Urgent Care",CA,Healthcare Provider,4035.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CareOregon,OR,Health Plan,6988.0,2025,Unauthorized Access/Disclosure,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"BlueCross BlueShield of Tennessee, Inc.",TN,Business Associate,780.0,2025,Unauthorized Access/Disclosure,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Glendale Obstetrics & Gynecology PCA,AZ,Healthcare Provider,501.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AllerVie Health,TX,Healthcare Provider,80521.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Reproductive Medicine Associates of Michigan,MI,Healthcare Provider,501.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mitchell County Department of Social Services,NC,Healthcare Provider,501.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Medical Center, LLP",GA,Healthcare Provider,32090.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
North East Medical Services,CA,Healthcare Provider,91513.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Excellent Home Care Services, LLC",NY,Healthcare Provider,16278.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FPMCM LLC,TN,Business Associate,2072.0,2025,Unauthorized Access/Disclosure,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"OCAT, LLC dba Evoke Wellness at Hilliard",OH,Healthcare Provider,1629.0,2025,Unauthorized Access/Disclosure,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Fieldtex Products, Inc.",NY,Business Associate,104071.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Heywood Healthcare Inc. including Henry Heywood Memorial Hospital, Athol Memorial Hospital, and Heywood Medical Group, Inc. (“Heywood”)",MA,Healthcare Provider,500.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brevard Skin and Cancer Center,FL,Healthcare Provider,54570.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Baltimore Medical System, Inc.",MA,Healthcare Provider,501.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Centric Health,CA,Healthcare Provider,6855.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Southern Oregon Neurosurgical and Spine Associates, PC",OR,Healthcare Provider,1000.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Green Imaging, LLC",TX,Healthcare Provider,29517.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ochsner LSU Health – Regional Urology,LA,Healthcare Provider,4519.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TriCity Family Services,IL,Healthcare Provider,2511.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Vida Y Salud-Health Systems, Inc.",TX,Healthcare Provider,35236.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AgeRight Clinical Services,OR,Healthcare Provider,4859.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Columbia Medical Practice,MD,Healthcare Provider,94131.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Greater St. Louis Oral & Maxillofacial Surgery PC,MO,Healthcare Provider,501.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Fieldtex Products, Inc.",NY,Business Associate,5901.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Fieldtex Products, Inc.",NY,Business Associate,9206.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Fieldtex Products, Inc.",NY,Business Associate,20641.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"MedStar Health, Inc.",MD,Healthcare Provider,64332.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"West Texas Health, PLLC",TX,Business Associate,73720.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Madison Healthcare Services,MN,Healthcare Provider,500.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FedEx Corporation Group Health Plan,TN,Health Plan,1066.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cerenade,CA,Business Associate,987.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Richmond Behavioral Health Authority,VA,Healthcare Provider,113232.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spindletop Center,TX,Healthcare Provider,88863.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Henry Ford Health,MI,Healthcare Provider,1984.0,2025,Unauthorized Access/Disclosure,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Persante Health Care,NJ,Business Associate,111815.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Keystone Alliance, Inc.",IL,Business Associate,1021.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Center for Urologic Care of Berks CO,PA,Healthcare Provider,543.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tanner Medical Center,GA,Healthcare Provider,1000.0,2025,Unauthorized Access/Disclosure,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Greater Meridian Health Clinic, Inc.",MS,Healthcare Provider,4651.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Davies, McFarland & Carroll LLC",PA,Business Associate,54712.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"VITAS Hospice Services, LLC",FL,Healthcare Provider,319177.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Millcreek Pediatrics,DE,Healthcare Provider,14095.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"NS Support, LLC",ID,Healthcare Provider,92845.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Delta Dental of Virginia,VA,Health Plan,126953.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nura PLLC,MN,Healthcare Provider,5207.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Fieldtex Products, Inc.",NY,Business Associate,238615.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dr. Michael Kaplan DO PC DBA Long Island Weight Loss Institute,NY,Healthcare Provider,3426.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wyandot Behavioral Health Network,KS,Healthcare Provider,27174.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Personic Management Company LLC,VA,Business Associate,10929.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
County of Catawba,NC,Health Plan,500.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NAHGA Claim Services,ME,Health Plan,21834.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anchorage Neighborhood Health Center,AK,Healthcare Provider,70555.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dermatology Associates of Concord,MA,Healthcare Provider,501.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Marrs Ear, Nose & Throat, PA",FL,Healthcare Provider,6376.0,2025,Unauthorized Access/Disclosure,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Cary Pediatric Center, PA",NC,Healthcare Provider,25784.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
St. John’s Riverside Hospital,NY,Healthcare Provider,2238.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Morton Drug Company,WI,Healthcare Provider,40051.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marshfield Clinic Health System,WI,Healthcare Provider,35952.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Loving and Living Center, PC dba Awakenings Center",NC,Healthcare Provider,17800.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Chase Group Employee Benefit Plan,NM,Health Plan,817.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Archer Health,CA,Healthcare Provider,4285.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tampa Bay Treatment Associates,FL,Healthcare Provider,3682.0,2025,Theft,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Denton MHMR Center,TX,Healthcare Provider,108967.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tri Century Eye Care PC,PA,Healthcare Provider,200000.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Expert MRI,CA,Healthcare Provider,209560.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Judson Center,MI,Healthcare Provider,976.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beverly Hills Oncology Medical Group,CA,Healthcare Provider,57655.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hale Makua Health Services,HI,Healthcare Provider,14369.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Better Vision Eyecare, LLC",AZ,Healthcare Provider,501.0,2025,Unauthorized Access/Disclosure,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Northwest Radiologists, Inc./Mount Baker Imaging",WA,Healthcare Provider,362713.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Health Management Systems of America,MI,Healthcare Provider,4213.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"REACH, Inc",AK,Healthcare Provider,1195.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"VirMedice, LLC",AZ,Business Associate,1000.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Physicians to Children & Adolescents,KY,Healthcare Provider,9536.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Southwest Urology,OH,Healthcare Provider,1310.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Michael R. Schwartz, MD Inc.",CA,Healthcare Provider,9809.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Legacy Health, LLC",TX,Business Associate,6547.0,2025,Unauthorized Access/Disclosure,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Express Canna Cards, LLC",FL,Healthcare Provider,5000.0,2025,Unauthorized Access/Disclosure,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Heartland Health Center,NE,Healthcare Provider,43728.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
North Atlantic States Carpenters Health Benefits Fund,MA,Health Plan,501.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Modernizing Medicine, Inc.",FL,Business Associate,198795.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"River City Eye Care, LLC",OR,Healthcare Provider,6588.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Coalesce, LLC dba Benefitelect",AZ,Business Associate,501.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Visiting Nurse Association of Texas, LLC",TX,Healthcare Provider,28515.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bay Medical LLC,MD,Healthcare Provider,1483.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Conduent Business Services LLC,NJ,Business Associate,62224658.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Wellpoint, Inc.",IN,Business Associate,579.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sierra Vista Hospital & Clinics,NM,Healthcare Provider,75054.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"OB-GYN Associates, Ltd. dba OBGYN Associates",NV,Healthcare Provider,62238.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cardiovascular Medicine Associates (doing business as MyCardiologist),FL,Healthcare Provider,2248.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Space Coast Vascular,FL,Healthcare Provider,18819.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Southwest C.A.R.E. Center,NM,Healthcare Provider,21866.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brightstar Global Solutions Corporation,RI,Health Plan,103879.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Arizona Health Care Cost Containment System- State Medicaid Agency,AZ,Health Plan,3177.0,2025,Unauthorized Access/Disclosure,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Harris County Hospital District d/b/a Harris Health,TX,Healthcare Provider,5357.0,2025,Unauthorized Access/Disclosure,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Harbor,OH,Healthcare Provider,216000.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emergency Responders Health Center,ID,Healthcare Provider,1528.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Valley Radiology,CA,Healthcare Provider,1166.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rockhill Women’s Care,MO,Healthcare Provider,70129.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Susan B. Allen Memorial Hospital,KS,Healthcare Provider,11866.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Doctors Imaging Group,FL,Healthcare Provider,171862.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Philadelphia Corporation for Aging (PCA),PA,Business Associate,410491.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Healthcare Interactive,MD,Business Associate,501.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Veradigm LLC,IL,Business Associate,2672036.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"City of St. Joseph, MO Health Department",MO,Healthcare Provider,11538.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
People Encouraging People,MD,Healthcare Provider,13083.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Health & Palliative Services of the Treasure Coast, Inc d/b/a Treasure Coast Hospice  (“Treasure Health ”)",FL,Healthcare Provider,13230.0,2025,Unauthorized Access/Disclosure,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Ennoble Care & Circa Health, LLC",NJ,Healthcare Provider,36332.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sun Valley Surgery Center,NV,Healthcare Provider,27001.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Trusteed Plan Services Corporation,WA,Business Associate,7977.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Navesink Rehab,NJ,Healthcare Provider,1428.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Survival Flight, Inc.",AZ,Healthcare Provider,97217.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sandhills Medical Foundation,SC,Healthcare Provider,169017.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Saint Anthony Hospital,IL,Healthcare Provider,6679.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
North Penn Comprehensive Health Services d.b.a Laurel Health Centers,PA,Healthcare Provider,991.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Franklin Dermatology Group, PLC",TN,Healthcare Provider,2457.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"PGA Development, Inc.",PA,Healthcare Provider,23899.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Texas Center for Infectious Disease Associates,TX,Healthcare Provider,1236.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Coos County Family Health Services,NH,Healthcare Provider,501.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Medical Associates of Brevard, LLC",FL,Healthcare Provider,246711.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Twin Cities Pain Clinic,MN,Healthcare Provider,3572.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Retina Group of Florida,FL,Healthcare Provider,152691.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Teamsters Union 25 Health Services & Insurance Plan,MA,Health Plan,19231.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"La Perouse, LLC",NV,Business Associate,501.0,2025,Hacking/IT Incident,Yes,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
North Oaks Health System,LA,Healthcare Provider,6243.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
University of Iowa Community Home Care,IA,Healthcare Provider,109029.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
University of Iowa Health Care,IA,Healthcare Provider,101875.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Carrollton Ear, Nose and Throat, PC",GA,Healthcare Provider,3569.0,2025,Hacking/IT Incident,No,False,No narrative,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
